feature,mean,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12
F1-an,0.033834904013413346,0.026252657605184228,-0.08901785829104632,0.10796209329250939,0.1984917944517758,0.2668054477249117,-0.11802876400661041,0.19996974175665602,0.031218764794296673,0.010203538400265529,-0.19651302253722125,0.22375071850848255,-0.2550762635382437
F2-to,0.027375267647701183,0.030954050150422418,0.29757993430185214,0.025309470964299755,-0.10912697073440461,0.03288141479186356,-0.10099015225595186,0.19990593990533104,-0.1553239455084557,0.057077059847263245,-0.2419137073631327,0.18676767547491813,0.10538244219840884
F1-she,0.022563754515184196,0.10194398998809599,0.03183525319821641,-0.07809035103267786,-0.015282821157866671,-0.006188293605958924,-0.004173503342866541,-0.07866798732336322,-0.0046948021847257595,0.017499008201542952,0.022024271602531606,0.07992515815857489,0.20463513168070752
F1-ask,0.009979286095525546,-0.06153713688887362,0.21729038039944304,-0.3395508733080812,-0.25856145221191157,0.022565626390742086,-0.22992073074413916,-0.21590463010509128,0.20850125342892775,0.3370214774698784,0.23965792273240527,0.09426820788945263,0.10592138809355417
F1-don't,-0.0007130843901755578,0.4153174646160035,0.010471631036458292,-0.09644357825145554,-0.18221748557746736,-0.07274170359124417,0.17833599256296684,-0.13779715323859557,0.04274520559344551,-0.11806574999578946,0.0929703240217864,-0.06474597110593398,-0.07638598875228117
F2-year,-0.021384462310600625,-0.11462897044460173,0.049159516609537,0.014537934112993792,-0.11279641744277727,0.004935711656568626,0.07281237311091754,-0.4346052188258966,0.37336635086330355,0.06725446702728631,0.18055834294422315,-0.0052821796959151195,-0.3519254576428467
F2-water,-0.02716654863851851,0.029120330544705815,0.05451733367654114,-0.13290736750390736,-0.0834399954542206,0.07445728527456523,0.0742694739740382,-0.09770038021482864,-0.10688026854696725,-0.01889950449341922,-0.05064863491975149,-0.15881561830770052,0.09092876230872253
F2-greasy,-0.04529680533301267,-0.23433329396811384,-0.08651669795901949,-0.19563550702489685,0.018800198444313732,0.24216412998819595,0.04728155447689563,0.07124899030348808,0.11855833205232584,-0.07289504858056572,-0.031968961005498085,-0.25304839416620956,-0.16721696655706772
F1-year,-0.0814554050845334,-0.13556959039428768,0.0015175594594316803,-0.20158287518590287,-0.16190880684047942,-0.14996216460441775,-0.17796884122443468,-0.22696570461446847,0.16674870757019977,-0.06765112705363911,-0.1228262189572953,-0.08411025059917954,0.18281445143007263
F2-an,-0.11642978476133835,-0.032504939759494554,0.03530970762269389,-0.023466254103287832,-0.036630093084999704,-0.44770109300218175,-0.043200809289342654,-0.17633362444403686,-0.22716252898726683,-0.5636113318320407,0.24080267483097978,0.12002350386659065,-0.2426826289536734
F2-wash,-0.19068704571271547,-0.15239965757659518,-0.21214248180793693,-0.2664606489612791,-0.1401802544869969,-0.13921752006371138,0.030936853365252558,-0.09089665071742674,-0.2602844924321136,-0.339203546238496,-0.2281673166758785,-0.45365458957894367,-0.03657424337846051
F1-me,-0.21257143192671893,-0.27036852634856506,-0.7930355766656045,-0.0691753000480811,-0.03290973261031833,-0.2691916697499633,-0.13970711799684007,0.045594472463815705,-0.2211704568066102,-0.2292688045065972,-0.0817448041638737,-0.13231576216403762,-0.35756390452395215
F2-your,-0.24232288440667313,-0.37709323075377854,-0.38320046818066206,0.055574952341300554,-0.33773204750667324,-0.4390853261113065,-0.3912068205947442,-0.4420040852888918,-0.01815486434923775,-0.1251769973150228,-0.21477502840086163,-0.01825487104604491,-0.21676582567415448
